,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
2056,"Trade Protection, Stock-Market Returns, and Welfare",,columbia university,columbia university,phd candidate,columbia university,phd candidate,Sang Hoon Kong
2057,The Effect Of The Us-China Trade War On Us Investment,,,fudan university,professor,fudan university,professor,Sang Hoon Kong
2058,The Effect of the U.S.-China Trade War on U.S. Investment,,,fudan university,professor,fudan university,professor,Sang Hoon Kong
