,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
448,Crime And Violence: Desensitization In Victims To Watching Criminal Events,2007.0,instituto balseiro,universidad torcuato di tella,teaching assistant,,,Diego Shalom
449,Desensitisation To Crime In Latin America,2007.0,instituto balseiro,universidad torcuato di tella,teaching assistant,university of buenos aires,teaching assistant,Diego Shalom
