,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
35,Economic Integration In Europe: Insights From A New Index,2018.0,hertie school of governance,european commission,economist,"bruegel
",affiliate fellow,Alessio Terzi
36,The ‘Roaring Twenties’: Revisiting the evidence for Europe,2018.0,hertie school of governance,european commission,economist,bruegel,affiliate fellow,Alessio Terzi
