,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
2029,"Hedger Of Last Resort: Evidence From Brazilian Fx Interventions, Local Credit And Global Financial Cycles",2012.0,universidade de s?£o paulo¬†,bank for international settlements,economist,bank for international settlements,economist,Rodrigo Barbone Gonzalez
2030,Countercyclical Liquidity Policy and Credit Cycles: Evidence from Macroprudential and Monetary Policy in Brazil,2012.0,universidade de s?£o paulo¬†,bank for international settlements,economist,bis,visiting economist,Rodrigo Barbone Gonzalez
