,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
1694,"Cmbs Subordination, Ratings Inflation, And The Crisis Of 2007-2009",1982.0,university of michigan,university of california at berkeley,chair,university of california at berkeley,professor,Nancy Wallace
1695,Consumer-Lending Discrimination in the FinTech Era,1982.0,university of michigan,university of california at berkeley,chair,university of california at berkeley,professor,Nancy Wallace
