,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
2085,Working From Home: Estimating The Worldwide Potential,2010.0,university of brasilia,international labour organisation,economist,,,Sergei Soares
2086,Working from home during the COVID-19 pandemic: Updated estimates,2010.0,university of brasilia,international labour organisation,economist,international labour organisation,labour economist,Sergei Soares
