,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
2114,The Global Factor Structure of Exchange Rates,,university of geneva,university of geneva,phd,university of geneva,phd,Sofonias Alemu Korsaye
2115,The Global Factor Structure of Exchange Rates,,university of geneva,university of geneva,phd,university of geneva,phd student,Sofonias Alemu Korsaye
