,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
1841,"A Cross-Verified Database Of Notable People, 3500bc-2018ad",,columbia university,columbia university,phd student,columbia university,phd student,Palaash Bhargava
1842,"A Cross-verified Database of Notable People, 3500BC-2018AD",,columbia university,columbia university,phd student,columbia university,phd student,Palaash Bhargava
