,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
440,Adaptive State Space Models With Applications To The Business Cycle And Financial Stress,2010.0,university of cambridge,bank of italy,economist,bank of italy,economist,Davide Delle Monache
441,Price Dividend Ratio And Long-Run Stock Returns: A Score Driven State Space Model,2010.0,university of cambridge,bank of italy,economist,bank of italy,economist,Davide Delle Monache
442,Modeling and Forecasting Macroeconomic Downside Risk,2010.0,university of cambridge,bank of italy,economist,bank of italy,economist,Davide Delle Monache
443,COVID-19 and the stock market: Long-term valuations,2010.0,university of cambridge,bank of italy,economist,bank of italy,economist,Davide Delle Monache
444,Tracking Economic Growth During The Covid-19: A Weekly Indicator For Italy,2010.0,university of cambridge,bank of italy,economist,bank of italy,economist,Davide Delle Monache
