,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
1016,Modelling the spread of COVID-19 in New York City,2005.0,universidad carlos iii,universidad de zaragoza ,professor,universidad de zaragoza ,professor,Jose Olmo
1017,Machine Learning the Carbon Footprint of Bitcoin Mining,2005.0,universidad carlos iii,universidad de zaragoza ,professor,universidad de zaragoza ,professor,Jose Olmo
