,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
2373,Arbitrage Or Narrow Bracketing? On Using Money To Measure Intertemporal Preferences,2017,university of california los angeles,Sun Yat-sen University,assistant professor,Sun Yat-sen University,,Yang Yang
2374,"Cities, Productivity, And Trade",2017,university of california los angeles,Sun Yat-sen University,assistant professor,international monetary fund,economist,Yang Yang
