,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
600,A What If Approach To Assessing Proposals For Euro Area Reform,1989.0,london school of economics,european university institute,director,european university institute,professor,George Papaconstantinou
601,Reshaping European economic integration in the post-Covid world,1989.0,london school of economics,european university institute,director,european university institute,director,George Papaconstantinou
