,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
1364,A Reconsideration Of The Failure Of Uncovered Interest Parity For The Us Dollar,,universty of winsconsin medison,universty of winsconsin medison,phd student,universty of winsconsin medison,phd student,Mengqi Wang
1365,A Reconsideration of the Failure of Uncovered Interest Parity for the U.S. Dollar,,universty of winsconsin medison,universty of winsconsin medison,phd student,universty of winsconsin medison,phd student,Mengqi Wang
