,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
1362,Government Policies in a Granular Global Economy,2021.0,princeton university,amazon,economist,princeton university,phd candidate,Maximilian Vogler
1363,Government Policies in a Granular Global Economy,2021.0,princeton university,amazon,economist,princeton university,phd candidate,Maximilian Vogler
