,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
2038,The Global Macroeconomic Impacts Of Covid-19: Seven Scenarios,,australian national university,australian national university,phd student,australian national university,phd student,Roshen Fernando
2039,Global macroeconomic scenarios of the COVID-19 pandemic,,australian national university,australian national university,phd student,australian national university,phd student,Roshen Fernando
2040,"Global Economic Impacts of Climate Shocks, Climate Policy and Changes in Climate Risk Assessment",,australian national university,australian national university,phd student,australian national university,phd student,Roshen Fernando
