,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
2036,Direct And Network Effects Of A Tax Enforcement Field Experiment,,george mason university,george mason university,phd student,george mason university,phd student,Ronald Hodge II
2037,Heard It Through The Grapevine: Direct And Network Effects Of A Tax Enforcement Field Experiment,2008.0,north carolina state university,internal revenue service,chief of enforcement revenue data,internal revenue service,chief of enforcement revenue data,Ronald Hodge II
