,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
2077,"An annual index of Irish industrial production, 1800-1921",2016.0,lund university,lund university,postdoc,lund university,postdoc,Sean Kenny
2078,The Aftermath of Sovereign Debt Crises: A Narrative Approach.,2016.0,lund university,lund university,postdoc,lund university,postdoc,Sean Kenny
