,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
617,"The Distribution of Investor Beliefs, Stock Ownership and Stock Returns",2017.0,university of piraeus,universidad carlos iii de madrid,assistant professor,universidad carlos iii de madrid,assistant professor,Georgios Karalas
618,"The Distribution of Investor Beliefs, Stock Ownership and Stock Returns",2017.0,university of piraeus,universidad carlos iii de madrid,assistant professor,,,Georgios Karalas
