,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
690,"Pandemics, Incentives, and Economic Policy: A Dynamic Model",,rutgers university,rutgers university,phd student,rutgers university,phd student,Humberto Martinez
691,"Pandemics, Incentives, and Economic Policy: A Dynamic Model",,rutgers university,rutgers university,phd student,,,Humberto Martinez
