,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
2364,Civil Liberties in Times of Crisis,2018,Binghamton University,harvard kennedy school,predoc,harvard university,predoc,Minjeong Joyce Kim
2365,Civil Liberties in Times of Crisis,2018,Binghamton University,harvard kennedy school,predoc,harvard kennedy school,predoc,Minjeong Joyce Kim
