,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
1167,Schools Opening And Covid-19 Diffusion: Evidence From Geolocalized Microdata,2015.0,luiss guido carli,world bank,consultant,world bank,consultant,Maggio Giuseppe
1168,School Openings Affect Local Covid-19 Diffusion,2015.0,luiss guido carli,world bank,consultant,world bank,consultant,Maggio Giuseppe
