,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
1927,Offshore Profit Shifting And Domestic Productivity Measurement,1987.0,american university,bureau of economic analysis,chief,bureau of economic analysis,chief of research and methodology,Raymond Mataloni Jr
1928,Offshore Profits And Domestic Productivity,1987.0,american university,bureau of economic analysis,chief,bureau of economic analysis,chief,Raymond Mataloni Jr
