,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
1826,Disentangling The Effect Of Government Restrictions And Consumers Reaction Function To The Covid-19 Pandemic,,kings college london,kings college london,phd candidate,kings college london,phd candidate,Nora Neuteboom
1827,Tracking the Changing Consumer Response to the Covid-19 Pandemic over Time with the Use of High-Frequency Geo-Located Transaction,,kings college london,kings college london,phd candidate,kings college london,phd candidate,Nora Neuteboom
