,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
1610,This Time The Random Walk Loses,1998.0,university of warwick,european central bank,lead economist,european central bank,senior economist,Michele Ca' Zorzi
1611,Exchange Rate Forecasting With Dsge Models,1998.0,university of warwick,european central bank,lead economist,european central bank,senior economist,Michele Ca' Zorzi
1612,Globalisation: Whats At Stake For Central Banks,1998.0,university of warwick,european central bank,lead economist,european central bank,lead economist,Michele Ca' Zorzi
1613,Fed spillovers are stronger and more encompassing than the ECB’s,1998.0,university of warwick,european central bank,lead economist,european Central Bank,Senior Lead Economist,Michele Ca' Zorzi
