,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
2259,Serving the Underserved: Microcredit as a Pathway to Commercial Banks,,university of lyon 2,,deceased,national bank of rwanda,chief economist,Thomas Kigabo Rusuhuzwa
2260,Weekly Index of Economic Activities,2004.0,university of lyon,,,national bank of rwanda,chief economist,Thomas Kigabo Rusuhuzwa
