,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
2353,‘You Will:’ A Macroeconomic Analysis of Digital Advertising,,university of pennsylvania,university of pennsylvania,phd student,university of pennsylvania,phd student,Yueyuan Ma
2354,You Will: A Macroeconomic Analysis Of Digital Advertising,,university of pennsylvania,university of pennsylvania,phd student,university of pennsylvania,phd student,Yueyuan Ma
