,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
2326,"Dynamic Price Competition, Learning-By-Doing And Strategic Buyers",2021.0,university of maryland,amazon,economist,university of maryland,phd student,Xinlu Yao
2327,Dynamic Oligopoly Pricing with Asymmetric Information: Implications for Horizontal Mergers,2021.0,university of maryland,amazon,economist,amazon,economist,Xinlu Yao
