,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
1152,"Governments, Central Bankers, And Banking Supervision Reforms: Does Independence Matter?",2005.0,bocconi university,bocconi university,associate professor,university of milan-biconna,assistant professor,Lucia Pellegrina
1153,Is Light-Touch Regulation Passe?,2005.0,bocconi university,bocconi university,associate professor,university of milan-biconna,assistant professor,Lucia Pellegrina
