,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
1692,A Reconsideration Of The Failure Of Uncovered Interest Parity For The Us Dollar,2021.0,university of wisconsin-madison,princeton university,masters student,university of wisconsin madison,masters student,Nan Xiang
1693,A Reconsideration of the Failure of Uncovered Interest Parity for the U.S. Dollar,2021.0,university of wisconsin-madison,princeton university,masters student,university of wisconsin madison,masters student,Nan Xiang
