,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
759,Working Conditions On Digital Labour Platforms,,ew school for social research,international labour office in geneva,senior economist,international labour office in geneva,senior economist,Janine Berg
760,Working From Home: Estimating The Worldwide Potential,,ew school for social research,international labour office in geneva,senior economist,international labour office in geneva,senior economist,Janine Berg
761,Working from home during the COVID-19 pandemic: Updated estimates,,ew school for social research,international labour office in geneva,senior economist,international labour office in geneva,senior economist,Janine Berg
