,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
76,Quantitative Effects Of Fiscal Foresight,2012.0,indiana university,federal reserve bank of dallas,senior economist,indiana university,phd candidate,Alexander Richter
77,Valuation Risk Revalued,2012.0,indiana university,federal reserve bank of dallas,senior economist,federal reserve bank of dallas,senior economist,Alexander Richter
