,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
2112,Re-Thinking Education: Alternative Policy Lessons,2007.0,utrecht university,rabobank,assistant professor,rabobank,economist,Sjoerd Hardeman
2113,"Does COVID-19 state aid reach the right firms?  COVID-19 state aid, turnover expectations, uncertainty and management practices",2007.0,utrecht university,rabobank,assistant professor,rabobank,senior economist,Sjoerd Hardeman
