,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
2368,Conflicts Of Interests Among Shareholders: The Case Of Corporate Acquisitions,2016.0,Penn state university,university of british columbia,professor,university of british columbia,professor,"pennstate, Kai Li"
2369,Where Have All the Children Gone? An Empirical Study of Child Abandonment and Abduction in China,2016.0,Penn state university,university of british columbia,professor,Xiamen University,assistant professor,"pennstate, Kai Li"
2370,The Role of Corporate Culture in Bad Times: Evidence from the COVID-19 Pandemic,2016.0,Penn state university,university of british columbia,professor,university of british columbia,professor,"pennstate, Kai Li"
