,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
2261,Rightly Blamed The Bad Guy? Grandparental Child Care And Covid-19,2016.0,university of munich,german youth institute (dji),senior researcher,german youth institute (dji),senior researcher,Till Nikolka
2262,Grandparental childcare and Covid-19,2016.0,university of munich,german youth institute (dji),senior researcher,german youth institute (dji),senior researcher,Till Nikolka
