,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
32,Merger Policy In Digital Markets: An Ex-Post Assessment,2020.0,university of bologna,university of bologna,phd student,university of bologna,phd student,Alessia Marrazzo
33,Mergers And Merger Policy In Digital Markets,2020.0,university of bologna,university of bologna,phd student,university of bologna,phd student,Alessia Marrazzo
34,The Effect of Mergers on Variety in Grocery Retailing,2020.0,university of bologna,university of bologna,phd student,LEAR,partner,Alessia Marrazzo
