,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
1018,The Economic Geography Of Global Warming,,princeton university,princeton university,phd student,princeton university,phd student,Jose-Luis Cruz
1019,Assessing the aggregate and spatial economic impact of global warming,,princeton university,princeton university,phd student,princeton university,phd student,Jose-Luis Cruz
